Value,LastModifiedDateUTC
"Choctaw County, Oklahoma",2019-06-04 22:00:14.557
"Chouteau County, Montana",2019-06-04 22:00:14.557
"Chowan County, North Carolina",2019-06-04 22:00:14.557
"Christian County, Illinois",2019-06-04 22:00:14.557
"Christian County, Kentucky",2019-06-04 22:00:14.557
"Christian County, Missouri",2019-06-04 22:00:14.557
"Churchill County, Nevada",2019-06-04 22:00:14.557
"Cibola County, New Mexico",2019-06-04 22:00:14.557
"Cimarron County, Oklahoma",2019-06-04 22:00:14.557
"Citrus County, Florida",2019-06-04 22:00:14.557
"Clackamas County, Oregon",2019-06-04 22:00:14.557
"Claiborne County, Mississippi",2019-06-04 22:00:14.557
"Claiborne County, Tennessee",2019-06-04 22:00:14.557
"Claiborne Parish, Louisiana",2019-06-04 22:00:14.557
"Clallam County, Washington",2019-06-04 22:00:14.557
"Clare County, Michigan",2019-06-04 22:00:14.557
"Clarendon County, South Carolina",2019-06-04 22:00:14.557
"Clarion County, Pennsylvania",2019-06-04 22:00:14.557
"Clark County, Arkansas",2019-06-04 22:00:14.557
"Clark County, Idaho",2019-06-04 22:00:14.557
"Clark County, Illinois",2019-06-04 22:00:14.557
"Clark County, Indiana",2019-06-04 22:00:14.557
"Clark County, Kansas",2019-06-04 22:00:14.557
"Clark County, Kentucky",2019-06-04 22:00:14.557
"Clark County, Missouri",2019-06-04 22:00:14.557
"Clark County, Nevada",2019-06-04 22:00:14.557
"Clark County, Ohio",2019-06-04 22:00:14.557
"Clark County, South Dakota",2019-06-04 22:00:14.557
"Clark County, Washington",2019-06-04 22:00:14.557
"Clark County, Wisconsin",2019-06-04 22:00:14.557
"Clarke County, Alabama",2019-06-04 22:00:14.557
"Clarke County, Georgia",2019-06-04 22:00:14.557
"Clarke County, Iowa",2019-06-04 22:00:14.557
"Clarke County, Mississippi",2019-06-04 22:00:14.557
"Clarke County, Virginia",2019-06-04 22:00:14.557
"Clatsop County, Oregon",2019-06-04 22:00:14.557
"Clay County, Alabama",2019-06-04 22:00:14.557
"Clay County, Arkansas",2019-06-04 22:00:14.557
"Clay County, Florida",2019-06-04 22:00:14.557
"Clay County, Georgia",2019-06-04 22:00:14.557
"Clay County, Illinois",2019-06-04 22:00:14.557
"Clay County, Indiana",2019-06-04 22:00:14.557
"Clay County, Iowa",2019-06-04 22:00:14.557
"Clay County, Kansas",2019-06-04 22:00:14.557
"Clay County, Kentucky",2019-06-04 22:00:14.557
"Clay County, Minnesota",2019-06-04 22:00:14.557
"Clay County, Mississippi",2019-06-04 22:00:14.557
"Clay County, Missouri",2019-06-04 22:00:14.557
"Clay County, Nebraska",2019-06-04 22:00:14.557
"Clay County, North Carolina",2019-06-04 22:00:14.557
"Clay County, South Dakota",2019-06-04 22:00:14.557
"Clay County, Tennessee",2019-06-04 22:00:14.557
"Clay County, Texas",2019-06-04 22:00:14.557
"Clay County, West Virginia",2019-06-04 22:00:14.557
"Clayton County, Georgia",2019-06-04 22:00:14.557
"Clayton County, Iowa",2019-06-04 22:00:14.557
"Clear Creek County, Colorado",2019-06-04 22:00:14.557
"Clearfield County, Pennsylvania",2019-06-04 22:00:14.557
"Clearwater County, Idaho",2019-06-04 22:00:14.557
"Clearwater County, Minnesota",2019-06-04 22:00:14.557
"Cleburne County, Alabama",2019-06-04 22:00:14.557
"Cleburne County, Arkansas",2019-06-04 22:00:14.557
"Clermont County, Ohio",2019-06-04 22:00:14.557
"Cleveland County, Arkansas",2019-06-04 22:00:14.557
"Cleveland County, North Carolina",2019-06-04 22:00:14.557
"Cleveland County, Oklahoma",2019-06-04 22:00:14.557
"Clinch County, Georgia",2019-06-04 22:00:14.557
"Clinton County, Illinois",2019-06-04 22:00:14.557
"Clinton County, Indiana",2019-06-04 22:00:14.557
"Clinton County, Iowa",2019-06-04 22:00:14.557
"Clinton County, Kentucky",2019-06-04 22:00:14.557
"Clinton County, Michigan",2019-06-04 22:00:14.557
"Clinton County, Missouri",2019-06-04 22:00:14.557
"Clinton County, New York",2019-06-04 22:00:14.557
"Clinton County, Ohio",2019-06-04 22:00:14.557
"Clinton County, Pennsylvania",2019-06-04 22:00:14.557
"Cloud County, Kansas",2019-06-04 22:00:14.557
"Coahoma County, Mississippi",2019-06-04 22:00:14.557
"Coal County, Oklahoma",2019-06-04 22:00:14.557
"Cobb County, Georgia",2019-06-04 22:00:14.557
"Cochise County, Arizona",2019-06-04 22:00:14.557
"Cochran County, Texas",2019-06-04 22:00:14.557
"Cocke County, Tennessee",2019-06-04 22:00:14.557
"Coconino County, Arizona",2019-06-04 22:00:14.557
"Codington County, South Dakota",2019-06-04 22:00:14.557
"Coffee County, Alabama",2019-06-04 22:00:14.557
"Coffee County, Georgia",2019-06-04 22:00:14.557
"Coffee County, Tennessee",2019-06-04 22:00:14.557
"Coffey County, Kansas",2019-06-04 22:00:14.557
"Coke County, Texas",2019-06-04 22:00:14.557
"Colbert County, Alabama",2019-06-04 22:00:14.557
"Cole County, Missouri",2019-06-04 22:00:14.557
"Coleman County, Texas",2019-06-04 22:00:14.557
"Coles County, Illinois",2019-06-04 22:00:14.557
"Colfax County, Nebraska",2019-06-04 22:00:14.557
"Colfax County, New Mexico",2019-06-04 22:00:14.557
"Colleton County, South Carolina",2019-06-04 22:00:14.557
"Collier County, Florida",2019-06-04 22:00:14.557
"Collin County, Texas",2019-06-04 22:00:14.557
"Collingsworth County, Texas",2019-06-04 22:00:14.557
"Colonial Heights, City of, Virginia",2019-06-04 22:00:14.557
"Colorado County, Texas",2019-06-04 22:00:14.557
"Colquitt County, Georgia",2019-06-04 22:00:14.557
"Columbia County, Arkansas",2019-06-04 22:00:14.557
"Columbia County, Florida",2019-06-04 22:00:14.557
"Columbia County, Georgia",2019-06-04 22:00:14.557
"Columbia County, New York",2019-06-04 22:00:14.557
"Columbia County, Oregon",2019-06-04 22:00:14.557
"Columbia County, Pennsylvania",2019-06-04 22:00:14.557
"Columbia County, Washington",2019-06-04 22:00:14.557
"Columbia County, Wisconsin",2019-06-04 22:00:14.557
"Columbiana County, Ohio",2019-06-04 22:00:14.557
"Columbus County, North Carolina",2019-06-04 22:00:14.557
"Colusa County, California",2019-06-04 22:00:14.557
"Comal County, Texas",2019-06-04 22:00:14.557
"Comanche County, Kansas",2019-06-04 22:00:14.557
"Comanche County, Oklahoma",2019-06-04 22:00:14.557
"Comanche County, Texas",2019-06-04 22:00:14.557
"Concho County, Texas",2019-06-04 22:00:14.557
"Concordia Parish, Louisiana",2019-06-04 22:00:14.557
"Conecuh County, Alabama",2019-06-04 22:00:14.557
"Conejos County, Colorado",2019-06-04 22:00:14.557
"Contra Costa County, California",2019-06-04 22:00:14.557
"Converse County, Wyoming",2019-06-04 22:00:14.557
"Conway County, Arkansas",2019-06-04 22:00:14.557
"Cook County, Georgia",2019-06-04 22:00:14.557
"Cook County, Illinois",2019-06-04 22:00:14.557
"Cook County, Minnesota",2019-06-04 22:00:14.557
"Cooke County, Texas",2019-06-04 22:00:14.557
"Cooper County, Missouri",2019-06-04 22:00:14.557
"Coos County, New Hampshire",2019-06-04 22:00:14.557
"Coos County, Oregon",2019-06-04 22:00:14.557
"Coosa County, Alabama",2019-06-04 22:00:14.557
"Copiah County, Mississippi",2019-06-04 22:00:14.557
"Corson County, South Dakota",2019-06-04 22:00:14.557
"Cortland County, New York",2019-06-04 22:00:14.557
"Coryell County, Texas",2019-06-04 22:00:14.557
"Coshocton County, Ohio",2019-06-04 22:00:14.557
"Costilla County, Colorado",2019-06-04 22:00:14.557
"Cottle County, Texas",2019-06-04 22:00:14.557
"Cotton County, Oklahoma",2019-06-04 22:00:14.557
"Cottonwood County, Minnesota",2019-06-04 22:00:14.557
"Covington County, Alabama",2019-06-04 22:00:14.557
"Covington County, Mississippi",2019-06-04 22:00:14.557
"Covington, City of, Virginia",2019-06-04 22:00:14.557
"Coweta County, Georgia",2019-06-04 22:00:14.557
"Cowley County, Kansas",2019-06-04 22:00:14.557
"Cowlitz County, Washington",2019-06-04 22:00:14.557
"Craig County, Oklahoma",2019-06-04 22:00:14.557
"Craig County, Virginia",2019-06-04 22:00:14.557
"Craighead County, Arkansas",2019-06-04 22:00:14.557
"Crane County, Texas",2019-06-04 22:00:14.557
"Craven County, North Carolina",2019-06-04 22:00:14.557
"Crawford County, Arkansas",2019-06-04 22:00:14.557
"Crawford County, Georgia",2019-06-04 22:00:14.557
"Crawford County, Illinois",2019-06-04 22:00:14.557
"Crawford County, Indiana",2019-06-04 22:00:14.557
"Crawford County, Iowa",2019-06-04 22:00:14.557
"Crawford County, Kansas",2019-06-04 22:00:14.557
"Crawford County, Michigan",2019-06-04 22:00:14.557
"Crawford County, Missouri",2019-06-04 22:00:14.557
"Crawford County, Ohio",2019-06-04 22:00:14.557
"Crawford County, Pennsylvania",2019-06-04 22:00:14.557
"Crawford County, Wisconsin",2019-06-04 22:00:14.557
"Creek County, Oklahoma",2019-06-04 22:00:14.557
"Crenshaw County, Alabama",2019-06-04 22:00:14.557
"Crisp County, Georgia",2019-06-04 22:00:14.557
"Crittenden County, Arkansas",2019-06-04 22:00:14.557
"Crittenden County, Kentucky",2019-06-04 22:00:14.557
"Crockett County, Tennessee",2019-06-04 22:00:14.557
"Crockett County, Texas",2019-06-04 22:00:14.557
"Crook County, Oregon",2019-06-04 22:00:14.557
"Crook County, Wyoming",2019-06-04 22:00:14.557
"Crosby County, Texas",2019-06-04 22:00:14.557
"Cross County, Arkansas",2019-06-04 22:00:14.557
"Crow Wing County, Minnesota",2019-06-04 22:00:14.557
"Crowley County, Colorado",2019-06-04 22:00:14.557
"Culberson County, Texas",2019-06-04 22:00:14.557
"Cullman County, Alabama",2019-06-04 22:00:14.557
"Culpeper County, Virginia",2019-06-04 22:00:14.557
"Cumberland County, Illinois",2019-06-04 22:00:14.557
"Cumberland County, Kentucky",2019-06-04 22:00:14.557
"Cumberland County, Maine",2019-06-04 22:00:14.557
"Cumberland County, New Jersey",2019-06-04 22:00:14.557
"Cumberland County, North Carolina",2019-06-04 22:00:14.557
"Cumberland County, Pennsylvania",2019-06-04 22:00:14.557
"Cumberland County, Tennessee",2019-06-04 22:00:14.557
"Cumberland County, Virginia",2019-06-04 22:00:14.557
"Cuming County, Nebraska",2019-06-04 22:00:14.557
"Currituck County, North Carolina",2019-06-04 22:00:14.557
"Curry County, New Mexico",2019-06-04 22:00:14.557
"Curry County, Oregon",2019-06-04 22:00:14.557
"Custer County, Colorado",2019-06-04 22:00:14.557
"Custer County, Idaho",2019-06-04 22:00:14.557
"Custer County, Montana",2019-06-04 22:00:14.557
"Custer County, Nebraska",2019-06-04 22:00:14.557
"Custer County, Oklahoma",2019-06-04 22:00:14.557
"Custer County, South Dakota",2019-06-04 22:00:14.557
"Cuyahoga County, Ohio",2019-06-04 22:00:14.557
"Dade County, Georgia",2019-06-04 22:00:14.557
"Dade County, Missouri",2019-06-04 22:00:14.557
"Daggett County, Utah",2019-06-04 22:00:14.557
"Dakota County, Minnesota",2019-06-04 22:00:14.557
"Dakota County, Nebraska",2019-06-04 22:00:14.557
"Dale County, Alabama",2019-06-04 22:00:14.557
"Dallam County, Texas",2019-06-04 22:00:14.557
"Dallas County, Alabama",2019-06-04 22:00:14.557
"Dallas County, Arkansas",2019-06-04 22:00:14.557
"Dallas County, Iowa",2019-06-04 22:00:14.557
"Dallas County, Missouri",2019-06-04 22:00:14.557
"Dallas County, Texas",2019-06-04 22:00:14.557
"Dane County, Wisconsin",2019-06-04 22:00:14.557
"Daniels County, Montana",2019-06-04 22:00:14.557
"Danville, City of, Virginia",2019-06-04 22:00:14.557
"Dare County, North Carolina",2019-06-04 22:00:14.557
"Darke County, Ohio",2019-06-04 22:00:14.557
"Darlington County, South Carolina",2019-06-04 22:00:14.557
"Dauphin County, Pennsylvania",2019-06-04 22:00:14.557
"Davidson County, North Carolina",2019-06-04 22:00:14.557
"Davidson County, Tennessee",2019-06-04 22:00:14.557
"Davie County, North Carolina",2019-06-04 22:00:14.557
"Daviess County, Indiana",2019-06-04 22:00:14.557
"Daviess County, Kentucky",2019-06-04 22:00:14.557
"Daviess County, Missouri",2019-06-04 22:00:14.557
"Davis County, Iowa",2019-06-04 22:00:14.557
"Davis County, Utah",2019-06-04 22:00:14.557
"Davison County, South Dakota",2019-06-04 22:00:14.557
"Dawes County, Nebraska",2019-06-04 22:00:14.557
"Dawson County, Georgia",2019-06-04 22:00:14.557
"Dawson County, Montana",2019-06-04 22:00:14.557
"Dawson County, Nebraska",2019-06-04 22:00:14.557
"Dawson County, Texas",2019-06-04 22:00:14.557
"Day County, South Dakota",2019-06-04 22:00:14.557
"De Baca County, New Mexico",2019-06-04 22:00:14.557
"De Soto Parish, Louisiana",2019-06-04 22:00:14.557
"De Witt County, Illinois",2019-06-04 22:00:14.557
"Deaf Smith County, Texas",2019-06-04 22:00:14.557
"Dearborn County, Indiana",2019-06-04 22:00:14.557
"Decatur County, Georgia",2019-06-04 22:00:14.557
"Decatur County, Indiana",2019-06-04 22:00:14.557
"Decatur County, Iowa",2019-06-04 22:00:14.557
"Decatur County, Kansas",2019-06-04 22:00:14.557
"Decatur County, Tennessee",2019-06-04 22:00:14.557
"Deer Lodge County, Montana",2019-06-04 22:00:14.557
"Defiance County, Ohio",2019-06-04 22:00:14.557
"DeKalb County, Alabama",2019-06-04 22:00:14.557
"DeKalb County, Georgia",2019-06-04 22:00:14.557
"DeKalb County, Illinois",2019-06-04 22:00:14.557
"DeKalb County, Indiana",2019-06-04 22:00:14.557
"DeKalb County, Missouri",2019-06-04 22:00:14.557
"DeKalb County, Tennessee",2019-06-04 22:00:14.557
"Del Norte County, California",2019-06-04 22:00:14.557
"Delaware County, Indiana",2019-06-04 22:00:14.557
"Delaware County, Iowa",2019-06-04 22:00:14.557
"Delaware County, New York",2019-06-04 22:00:14.557
"Delaware County, Ohio",2019-06-04 22:00:14.557
"Delaware County, Oklahoma",2019-06-04 22:00:14.557
"Delaware County, Pennsylvania",2019-06-04 22:00:14.557
"Delta County, Colorado",2019-06-04 22:00:14.557
"Delta County, Michigan",2019-06-04 22:00:14.557
"Delta County, Texas",2019-06-04 22:00:14.557
"Denali Borough, Alaska",2019-06-04 22:00:14.557
"Dent County, Missouri",2019-06-04 22:00:14.557
"Denton County, Texas",2019-06-04 22:00:14.557
"Denver, City and County of, Colorado",2019-06-04 22:00:14.557
"Des Moines County, Iowa",2019-06-04 22:00:14.557
"Deschutes County, Oregon",2019-06-04 22:00:14.557
"Desha County, Arkansas",2019-06-04 22:00:14.557
"DeSoto County, Florida",2019-06-04 22:00:14.557
"DeSoto County, Mississippi",2019-06-04 22:00:14.557
"Deuel County, Nebraska",2019-06-04 22:00:14.557
"Deuel County, South Dakota",2019-06-04 22:00:14.557
"Dewey County, Oklahoma",2019-06-04 22:00:14.557
"Dewey County, South Dakota",2019-06-04 22:00:14.557
"DeWitt County, Texas",2019-06-04 22:00:14.557
"Dickens County, Texas",2019-06-04 22:00:14.557
"Dickenson County, Virginia",2019-06-04 22:00:14.557
"Dickey County, North Dakota",2019-06-04 22:00:14.557
"Dickinson County, Iowa",2019-06-04 22:00:14.557
"Dickinson County, Kansas",2019-06-04 22:00:14.557
"Dickinson County, Michigan",2019-06-04 22:00:14.557
"Dickson County, Tennessee",2019-06-04 22:00:14.557
"Dillingham Census Area, Alaska",2019-06-04 22:00:14.557
"Dillon County, South Carolina",2019-06-04 22:00:14.557
"Dimmit County, Texas",2019-06-04 22:00:14.557
"Dinwiddie County, Virginia",2019-06-04 22:00:14.557
"District of Columbia, District of Columbia",2019-06-04 22:00:14.557
"Divide County, North Dakota",2019-06-04 22:00:14.557
"Dixie County, Florida",2019-06-04 22:00:14.557
"Dixon County, Nebraska",2019-06-04 22:00:14.557
"Doddridge County, West Virginia",2019-06-04 22:00:14.557
"Dodge County, Georgia",2019-06-04 22:00:14.557
"Dodge County, Minnesota",2019-06-04 22:00:14.557
"Dodge County, Nebraska",2019-06-04 22:00:14.557
"Dodge County, Wisconsin",2019-06-04 22:00:14.557
"Dolores County, Colorado",2019-06-04 22:00:14.557
"Doña Ana County, New Mexico",2019-06-04 22:00:14.557
"Doniphan County, Kansas",2019-06-04 22:00:14.557
"Donley County, Texas",2019-06-04 22:00:14.557
"Dooly County, Georgia",2019-06-04 22:00:14.557
"Door County, Wisconsin",2019-06-04 22:00:14.557
"Dorchester County, Maryland",2019-06-04 22:00:14.557
"Dorchester County, South Carolina",2019-06-04 22:00:14.557
"Dougherty County, Georgia",2019-06-04 22:00:14.557
"Douglas County, Colorado",2019-06-04 22:00:14.557
"Douglas County, Georgia",2019-06-04 22:00:14.557
"Douglas County, Illinois",2019-06-04 22:00:14.557
"Douglas County, Kansas",2019-06-04 22:00:14.557
"Douglas County, Minnesota",2019-06-04 22:00:14.557
"Douglas County, Missouri",2019-06-04 22:00:14.557
"Douglas County, Nebraska",2019-06-04 22:00:14.557
"Douglas County, Nevada",2019-06-04 22:00:14.557
"Douglas County, Oregon",2019-06-04 22:00:14.557
"Douglas County, South Dakota",2019-06-04 22:00:14.557
"Douglas County, Washington",2019-06-04 22:00:14.557
"Douglas County, Wisconsin",2019-06-04 22:00:14.557
"Drew County, Arkansas",2019-06-04 22:00:14.557
"Dubois County, Indiana",2019-06-04 22:00:14.557
"Dubuque County, Iowa",2019-06-04 22:00:14.557
"Duchesne County, Utah",2019-06-04 22:00:14.557
"Dukes County, Massachusetts",2019-06-04 22:00:14.557
"Dundy County, Nebraska",2019-06-04 22:00:14.557
"Dunklin County, Missouri",2019-06-04 22:00:14.557
"Dunn County, North Dakota",2019-06-04 22:00:14.557
"Dunn County, Wisconsin",2019-06-04 22:00:14.557
"DuPage County, Illinois",2019-06-04 22:00:14.557
"Duplin County, North Carolina",2019-06-04 22:00:14.557
"Durham County, North Carolina",2019-06-04 22:00:14.557
"Dutchess County, New York",2019-06-04 22:00:14.557
"Duval County, Florida",2019-06-04 22:00:14.557
"Duval County, Texas",2019-06-04 22:00:14.557
"Dyer County, Tennessee",2019-06-04 22:00:14.557
"Eagle County, Colorado",2019-06-04 22:00:14.557
"Early County, Georgia",2019-06-04 22:00:14.557
"East Baton Rouge Parish, Louisiana",2019-06-04 22:00:14.557
"East Carroll Parish, Louisiana",2019-06-04 22:00:14.557
"East Feliciana Parish, Louisiana",2019-06-04 22:00:14.557
"Eastland County, Texas",2019-06-04 22:00:14.557
"Eaton County, Michigan",2019-06-04 22:00:14.557
"Eau Claire County, Wisconsin",2019-06-04 22:00:14.557
"Echols County, Georgia",2019-06-04 22:00:14.557
"Ector County, Texas",2019-06-04 22:00:14.557
"Eddy County, New Mexico",2019-06-04 22:00:14.557
"Eddy County, North Dakota",2019-06-04 22:00:14.557
"Edgar County, Illinois",2019-06-04 22:00:14.557
"Edgecombe County, North Carolina",2019-06-04 22:00:14.557
"Edgefield County, South Carolina",2019-06-04 22:00:14.557
"Edmonson County, Kentucky",2019-06-04 22:00:14.557
"Edmunds County, South Dakota",2019-06-04 22:00:14.557
"Edwards County, Illinois",2019-06-04 22:00:14.557
"Edwards County, Kansas",2019-06-04 22:00:14.557
"Edwards County, Texas",2019-06-04 22:00:14.557
"Effingham County, Georgia",2019-06-04 22:00:14.557
"Effingham County, Illinois",2019-06-04 22:00:14.557
"El Dorado County, California",2019-06-04 22:00:14.557
"El Paso County, Colorado",2019-06-04 22:00:14.557
"El Paso County, Texas",2019-06-04 22:00:14.557
"Elbert County, Colorado",2019-06-04 22:00:14.557
"Elbert County, Georgia",2019-06-04 22:00:14.557
"Elk County, Kansas",2019-06-04 22:00:14.557
"Elk County, Pennsylvania",2019-06-04 22:00:14.557
"Elkhart County, Indiana",2019-06-04 22:00:14.557
"Elko County, Nevada",2019-06-04 22:00:14.557
"Elliott County, Kentucky",2019-06-04 22:00:14.557
"Ellis County, Kansas",2019-06-04 22:00:14.557
"Ellis County, Oklahoma",2019-06-04 22:00:14.557
"Ellis County, Texas",2019-06-04 22:00:14.557
"Ellsworth County, Kansas",2019-06-04 22:00:14.557
"Elmore County, Alabama",2019-06-04 22:00:14.557
"Elmore County, Idaho",2019-06-04 22:00:14.557
"Emanuel County, Georgia",2019-06-04 22:00:14.557
"Emery County, Utah",2019-06-04 22:00:14.557
"Emmet County, Iowa",2019-06-04 22:00:14.557
"Emmet County, Michigan",2019-06-04 22:00:14.557
"Emmons County, North Dakota",2019-06-04 22:00:14.557
"Emporia, City of, Virginia",2019-06-04 22:00:14.557
"Erath County, Texas",2019-06-04 22:00:14.557
"Erie County, New York",2019-06-04 22:00:14.557
"Erie County, Ohio",2019-06-04 22:00:14.557
"Erie County, Pennsylvania",2019-06-04 22:00:14.557
"Escambia County, Alabama",2019-06-04 22:00:14.557
"Escambia County, Florida",2019-06-04 22:00:14.557
"Esmeralda County, Nevada",2019-06-04 22:00:14.557
"Essex County, Massachusetts",2019-06-04 22:00:14.557
"Essex County, New Jersey",2019-06-04 22:00:14.557
"Essex County, New York",2019-06-04 22:00:14.557
"Essex County, Vermont",2019-06-04 22:00:14.557
"Essex County, Virginia",2019-06-04 22:00:14.557
"Estill County, Kentucky",2019-06-04 22:00:14.557
"Etowah County, Alabama",2019-06-04 22:00:14.557
"Eureka County, Nevada",2019-06-04 22:00:14.557
"Evangeline Parish, Louisiana",2019-06-04 22:00:14.557
"Evans County, Georgia",2019-06-04 22:00:14.557
"Fairbanks North Star Borough, Alaska",2019-06-04 22:00:14.557
"Fairfax County, Virginia",2019-06-04 22:00:14.557
"Fairfax, City of, Virginia",2019-06-04 22:00:14.557
"Fairfield County, Connecticut",2019-06-04 22:00:14.557
"Fairfield County, Ohio",2019-06-04 22:00:14.557
"Fairfield County, South Carolina",2019-06-04 22:00:14.557
"Fall River County, South Dakota",2019-06-04 22:00:14.557
"Fallon County, Montana",2019-06-04 22:00:14.557
"Falls Church, City of, Virginia",2019-06-04 22:00:14.557
"Falls County, Texas",2019-06-04 22:00:14.557
"Fannin County, Georgia",2019-06-04 22:00:14.557
"Fannin County, Texas",2019-06-04 22:00:14.557
"Faribault County, Minnesota",2019-06-04 22:00:14.557
"Faulk County, South Dakota",2019-06-04 22:00:14.557
"Faulkner County, Arkansas",2019-06-04 22:00:14.557
"Fauquier County, Virginia",2019-06-04 22:00:14.557
"Fayette County, Alabama",2019-06-04 22:00:14.557
"Fayette County, Georgia",2019-06-04 22:00:14.557
"Fayette County, Illinois",2019-06-04 22:00:14.557
"Fayette County, Indiana",2019-06-04 22:00:14.557
"Fayette County, Iowa",2019-06-04 22:00:14.557
"Fayette County, Kentucky",2019-06-04 22:00:14.557
"Fayette County, Ohio",2019-06-04 22:00:14.557
"Fayette County, Pennsylvania",2019-06-04 22:00:14.557
"Fayette County, Tennessee",2019-06-04 22:00:14.557
"Fayette County, Texas",2019-06-04 22:00:14.557
"Fayette County, West Virginia",2019-06-04 22:00:14.557
"Fentress County, Tennessee",2019-06-04 22:00:14.557
"Fergus County, Montana",2019-06-04 22:00:14.557
"Ferry County, Washington",2019-06-04 22:00:14.557
"Fillmore County, Minnesota",2019-06-04 22:00:14.557
"Fillmore County, Nebraska",2019-06-04 22:00:14.557
"Finney County, Kansas",2019-06-04 22:00:14.557
"Fisher County, Texas",2019-06-04 22:00:14.557
"Flagler County, Florida",2019-06-04 22:00:14.557
"Flathead County, Montana",2019-06-04 22:00:14.557
"Fleming County, Kentucky",2019-06-04 22:00:14.557
"Florence County, South Carolina",2019-06-04 22:00:14.557
"Florence County, Wisconsin",2019-06-04 22:00:14.557
"Floyd County, Georgia",2019-06-04 22:00:14.557
"Floyd County, Indiana",2019-06-04 22:00:14.557
"Floyd County, Iowa",2019-06-04 22:00:14.557
"Floyd County, Kentucky",2019-06-04 22:00:14.557
"Floyd County, Texas",2019-06-04 22:00:14.557
"Floyd County, Virginia",2019-06-04 22:00:14.557
"Fluvanna County, Virginia",2019-06-04 22:00:14.557
"Foard County, Texas",2019-06-04 22:00:14.557
"Fond du Lac County, Wisconsin",2019-06-04 22:00:14.557
"Ford County, Illinois",2019-06-04 22:00:14.557
"Ford County, Kansas",2019-06-04 22:00:14.557
"Forest County, Pennsylvania",2019-06-04 22:00:14.557
"Forest County, Wisconsin",2019-06-04 22:00:14.557
"Forrest County, Mississippi",2019-06-04 22:00:14.557
"Forsyth County, Georgia",2019-06-04 22:00:14.557
"Forsyth County, North Carolina",2019-06-04 22:00:14.557
"Fort Bend County, Texas",2019-06-04 22:00:14.557
"Foster County, North Dakota",2019-06-04 22:00:14.557
"Fountain County, Indiana",2019-06-04 22:00:14.557
"Franklin County, Alabama",2019-06-04 22:00:14.557
"Franklin County, Arkansas",2019-06-04 22:00:14.557
"Franklin County, Florida",2019-06-04 22:00:14.557
"Franklin County, Georgia",2019-06-04 22:00:14.557
"Franklin County, Idaho",2019-06-04 22:00:14.557
"Franklin County, Illinois",2019-06-04 22:00:14.557
"Franklin County, Indiana",2019-06-04 22:00:14.557
"Franklin County, Iowa",2019-06-04 22:00:14.557
"Franklin County, Kansas",2019-06-04 22:00:14.557
"Franklin County, Kentucky",2019-06-04 22:00:14.557
"Franklin County, Maine",2019-06-04 22:00:14.557
"Franklin County, Massachusetts",2019-06-04 22:00:14.557
"Franklin County, Mississippi",2019-06-04 22:00:14.557
"Franklin County, Missouri",2019-06-04 22:00:14.557
"Franklin County, Nebraska",2019-06-04 22:00:14.557
"Franklin County, New York",2019-06-04 22:00:14.557
"Franklin County, North Carolina",2019-06-04 22:00:14.557
"Franklin County, Ohio",2019-06-04 22:00:14.557
"Franklin County, Pennsylvania",2019-06-04 22:00:14.557
"Franklin County, Tennessee",2019-06-04 22:00:14.557
"Franklin County, Texas",2019-06-04 22:00:14.557
"Franklin County, Vermont",2019-06-04 22:00:14.557
"Franklin County, Virginia",2019-06-04 22:00:14.557
"Franklin County, Washington",2019-06-04 22:00:14.557
"Franklin Parish, Louisiana",2019-06-04 22:00:14.557
"Franklin, City of, Virginia",2019-06-04 22:00:14.557
"Frederick County, Maryland",2019-06-04 22:00:14.557
"Frederick County, Virginia",2019-06-04 22:00:14.557
"Fredericksburg, City of, Virginia",2019-06-04 22:00:14.557
"Freeborn County, Minnesota",2019-06-04 22:00:14.557
"Freestone County, Texas",2019-06-04 22:00:14.557
"Fremont County, Colorado",2019-06-04 22:00:14.557
"Fremont County, Idaho",2019-06-04 22:00:14.557
"Fremont County, Iowa",2019-06-04 22:00:14.557
"Fremont County, Wyoming",2019-06-04 22:00:14.557
"Fresno County, California",2019-06-04 22:00:14.557
"Frio County, Texas",2019-06-04 22:00:14.557
"Frontier County, Nebraska",2019-06-04 22:00:14.557
"Fulton County, Arkansas",2019-06-04 22:00:14.557
"Fulton County, Georgia",2019-06-04 22:00:14.557
"Fulton County, Illinois",2019-06-04 22:00:14.557
"Fulton County, Indiana",2019-06-04 22:00:14.557
"Fulton County, Kentucky",2019-06-04 22:00:14.557
"Fulton County, New York",2019-06-04 22:00:14.557
"Fulton County, Ohio",2019-06-04 22:00:14.557
"Fulton County, Pennsylvania",2019-06-04 22:00:14.557
"Furnas County, Nebraska",2019-06-04 22:00:14.557
"Gadsden County, Florida",2019-06-04 22:00:14.557
"Gage County, Nebraska",2019-06-04 22:00:14.557
"Gaines County, Texas",2019-06-04 22:00:14.557
"Galax, City of, Virginia",2019-06-04 22:00:14.557
"Gallatin County, Illinois",2019-06-04 22:00:14.557
"Gallatin County, Kentucky",2019-06-04 22:00:14.557
"Gallatin County, Montana",2019-06-04 22:00:14.557
"Gallia County, Ohio",2019-06-04 22:00:14.557
"Galveston County, Texas",2019-06-04 22:00:14.557
"Garden County, Nebraska",2019-06-04 22:00:14.557
"Garfield County, Colorado",2019-06-04 22:00:14.557
"Garfield County, Montana",2019-06-04 22:00:14.557
